loc_name,loc_desc,chemical_name,result_numeric,sample_date,ppt_unit,zipcode,city,county,method_detection_limit,loc_purpose,loc_type,remark_1
CO0103035,EAST CHERRY CREEK VALLEY WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"PFOS and PFOA, Total Combined",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Total PFAS,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorononanoic acid (PFNA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Hexafluoropropylene oxide dimer acid,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroundecanoic acid (PFUnA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.43,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Total PFAS,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"PFOS and PFOA, Total Combined",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotridecanoic acid (PFTriA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotetradecanoic (PFTeA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorononanoic acid (PFNA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroheptanoic acid (PFHpA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroundecanoic acid (PFUnA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanesulfonic acid (PFHxS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorodecanoic acid (PFDA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanoic acid (PFOA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorododecanoic acid (PFDoA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanoic acid (PFHxA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanesulfonic acid (PFOS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Hexafluoropropylene oxide dimer acid,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorobutanesulfonic acid (PFBS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotetradecanoic (PFTeA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotridecanoic acid (PFTriA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Total PFAS,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"PFOS and PFOA, Total Combined",0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorononanoic acid (PFNA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroheptanoic acid (PFHpA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorododecanoic acid (PFDoA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanesulfonic acid (PFHxS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorodecanoic acid (PFDA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanoic acid (PFOA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanoic acid (PFHxA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroundecanoic acid (PFUnA),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanesulfonic acid (PFOS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorobutanesulfonic acid (PFBS),0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Hexafluoropropylene oxide dimer acid,0,3/18/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroundecanoic acid (PFUnA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Total PFAS,0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanesulfonic acid (PFOS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Hexafluoropropylene oxide dimer acid,0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanoic acid (PFHxA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorododecanoic acid (PFDoA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorodecanoic acid (PFDA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanesulfonic acid (PFHxS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorobutanesulfonic acid (PFBS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorononanoic acid (PFNA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotetradecanoic (PFTeA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotridecanoic acid (PFTriA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"PFOS and PFOA, Total Combined",0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroheptanoic acid (PFHpA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanoic acid (PFOA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.46,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Hexafluoropropylene oxide dimer acid,0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroundecanoic acid (PFUnA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanoic acid (PFHxA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorododecanoic acid (PFDoA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanoic acid (PFOA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorodecanoic acid (PFDA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorohexanesulfonic acid (PFHxS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorooctanesulfonic acid (PFOS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorobutanesulfonic acid (PFBS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorononanoic acid (PFNA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotetradecanoic (PFTeA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluorotridecanoic acid (PFTriA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,"PFOS and PFOA, Total Combined",0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Total PFAS,0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,,PWS,EP,Public Water System
CO0103035,EAST CHERRY CREEK VALLEY WSD,Perfluoroheptanoic acid (PFHpA),0,3/19/2020,ppt,80016,AURORA,ARAPAHOE,0.45,PWS,EP,Public Water System
155,Sable Altura Fire Protection District,Perfluorononanoic acid (PFNA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Total PFAS,0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,,FS,EP,Fire Station
155,Sable Altura Fire Protection District,"PFOS and PFOA, Total Combined",0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,,FS,EP,Fire Station
155,Sable Altura Fire Protection District,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorotridecanoic acid (PFTriA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorotetradecanoic (PFTeA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluoroheptanoic acid (PFHpA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Hexafluoropropylene oxide dimer acid,0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorohexanesulfonic acid (PFHxS),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorobutanesulfonic acid (PFBS),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluoroundecanoic acid (PFUnA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorooctanesulfonic acid (PFOS),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorohexanoic acid (PFHxA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorododecanoic acid (PFDoA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorooctanoic acid (PFOA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
155,Sable Altura Fire Protection District,Perfluorodecanoic acid (PFDA),0,4/30/2020,ppt,80018,Aurora,ARAPAHOE,0.49,FS,EP,Fire Station
CO0101063,GREATROCK NORTH WSD,Perfluorooctanesulfonic acid (PFOS),3.5,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Hexafluoropropylene oxide dimer acid,0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluoroundecanoic acid (PFUnA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorohexanoic acid (PFHxA),2.3,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorododecanoic acid (PFDoA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorooctanoic acid (PFOA),2.1,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorodecanoic acid (PFDA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorobutanesulfonic acid (PFBS),2.1,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluoroheptanoic acid (PFHpA),0.89,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorohexanesulfonic acid (PFHxS),1.2,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorotetradecanoic (PFTeA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorotridecanoic acid (PFTriA),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,"PFOS and PFOA, Total Combined",5.6,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Perfluorononanoic acid (PFNA),0.49,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,0.44,PWS,EP,Public Water System
CO0101063,GREATROCK NORTH WSD,Total PFAS,12.58,3/16/2020,ppt,80021,BROOMFIELD,ADAMS,,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorobutanesulfonic acid (PFBS),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorohexanoic acid (PFHxA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorododecanoic acid (PFDoA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Total PFAS,0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,N-ethyl perfluorooctanesulfonamidoacetic acid (EtFOSAA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,N-methyl perfluorooctanesulfonamidoacetic acid (MeFOSAA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluoroundecanoic acid (PFUnA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorooctanesulfonic acid (PFOS),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Hexafluoropropylene oxide dimer acid,0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,"PFOS and PFOA, Total Combined",0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,"4,8-dioxa-3H-perfluorononanoic acid (ADONA)",0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid (9Cl-PF3ONS),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorotridecanoic acid (PFTriA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorotetradecanoic (PFTeA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorononanoic acid (PFNA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluoroheptanoic acid (PFHpA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorohexanesulfonic acid (PFHxS),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorodecanoic acid (PFDA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,Perfluorooctanoic acid (PFOA),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107702,SAN SOUCI MHP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),0,3/16/2020,ppt,80022,COMMERCE CITY,BOULDER,0.48,PWS,EP,Public Water System
CO0107155,BROOMFIELD CITY AND COUNTY OF,Perfluorohexanoic acid (PFHxA),0,4/13/2020,ppt,80023,BROOMFIELD,BROOMFIELD,0.42,PWS,EP,Public Water System
