cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
All-site Cancer,1995,San Miguel,4,5489,72.87301877,121.2802221,5787.362164
All-site Cancer,1995,Sedgwick,4,2652,150.8295626,82.10473059,1662.396669
All-site Cancer,1995,Summit,6,18274,32.83353398,34.11792904,217.9762629
All-site Cancer,1995,Teller,8,16979,47.11702692,62.207761,778.5565377
All-site Cancer,1995,Washington,10,5236,190.9854851,150.742672,2241.967507
All-site Cancer,1995,Weld,127,157174,80.8021683,104.1315502,86.25486829
All-site Cancer,1995,Yuma,18,9446,190.5568495,151.0231322,1302.373373
All-site Cancer,1995,Unknown,,,,,
All-site Cancer,1996,Colorado,2910,3902506,74.56747024,94.25549789,3.090447674
All-site Cancer,1996,Adams,197,323039,60.98334876,95.59848403,50.21793564
All-site Cancer,1996,Alamosa,11,14319,76.82100705,88.02208295,722.1493683
All-site Cancer,1996,Arapahoe,233,451067,51.65529733,78.42617962,27.41239669
All-site Cancer,1996,Archuleta,4,7929,50.44772355,54.58071076,761.5438209
All-site Cancer,1996,Baca,11,4524,243.1476569,156.6917194,2343.426491
All-site Cancer,1996,Bent,5,5625,88.88888889,65.15545902,844.3073554
All-site Cancer,1996,Boulder,107,261769,40.87573395,60.01930306,35.07706656
All-site Cancer,1996,Broomfield,,0,,,
All-site Cancer,1996,Chaffee,15,15124,99.18011108,85.26279552,488.1331426
All-site Cancer,1996,Cheyenne,,2284,,,
All-site Cancer,1996,Clear Creek,6,8722,68.79156157,131.1724418,3433.422964
All-site Cancer,1996,Conejos,3,8021,37.40182022,37.21500669,476.8154515
All-site Cancer,1996,Costilla,,3586,,,
All-site Cancer,1996,Crowley,7,4262,164.2421398,174.3830011,4308.416951
All-site Cancer,1996,Custer,,2850,,,
All-site Cancer,1996,Delta,34,25718,132.2031262,89.74147613,250.1757411
All-site Cancer,1996,Denver,546,518260,105.3525258,108.6438085,21.60688961
All-site Cancer,1996,Dolores,,1645,,,
All-site Cancer,1996,Douglas,49,114713,42.71529818,111.9228918,350.4493079
All-site Cancer,1996,Eagle,11,32928,33.40621963,32.44790482,109.8082753
All-site Cancer,1996,Elbert,10,15812,63.2431065,89.27137047,925.6423183
All-site Cancer,1996,El Paso,348,476988,72.95781026,108.5316484,35.32573275
All-site Cancer,1996,Fremont,37,41831,88.45114867,71.89863129,139.6758649
All-site Cancer,1996,Garfield,23,37678,61.04357981,83.48606302,311.0488054
All-site Cancer,1996,Gilpin,,3789,,,
All-site Cancer,1996,Grand,3,10512,28.53881279,58.01107387,1338.779462
All-site Cancer,1996,Gunnison,3,12241,24.50780165,35.3650931,495.6146324
All-site Cancer,1996,Hinsdale,,710,,,
All-site Cancer,1996,Huerfano,11,7395,148.7491548,107.3400535,1052.254938
All-site Cancer,1996,Jackson,,1593,,,
All-site Cancer,1996,Jefferson,357,498048,71.67983809,97.5958095,27.56148552
All-site Cancer,1996,Kiowa,4,1662,240.6738869,235.1930446,14512.88777
All-site Cancer,1996,Kit Carson,9,7479,120.3369434,102.0171671,1172.486979
All-site Cancer,1996,Lake,3,7554,39.71405878,56.55917631,1207.436318
All-site Cancer,1996,La Plata,29,39700,73.04785894,96.84806555,331.7041353
All-site Cancer,1996,Larimer,132,227251,58.08555298,73.49039701,41.54362707
All-site Cancer,1996,Las Animas,20,14974,133.5648457,96.53604085,500.7895091
All-site Cancer,1996,Lincoln,12,6113,196.3029609,156.667035,2063.834067
All-site Cancer,1996,Logan,32,19664,162.73393,141.3880733,618.7285416
All-site Cancer,1996,Mesa,85,107536,79.04329713,73.50152396,63.52156812
All-site Cancer,1996,Mineral,,735,,,
All-site Cancer,1996,Moffat,8,12285,65.12006512,75.21385227,724.29323
All-site Cancer,1996,Montezuma,17,22645,75.07175977,75.49662459,337.9446908
All-site Cancer,1996,Montrose,43,30482,141.0668591,123.6363251,360.1113866
All-site Cancer,1996,Morgan,37,26048,142.0454546,127.2305183,436.9356196
All-site Cancer,1996,Otero,32,20738,154.3061047,120.2494316,454.3518463
All-site Cancer,1996,Ouray,,3256,,,
All-site Cancer,1996,Park,9,11382,79.07221929,172.8985919,5087.264247
All-site Cancer,1996,Phillips,9,4502,199.9111506,107.258549,1310.976082
All-site Cancer,1996,Pitkin,8,14548,54.99037668,106.3937275,2608.939343
All-site Cancer,1996,Prowers,14,14009,99.93575559,98.38993386,689.7630324
All-site Cancer,1996,Pueblo,177,132502,133.5828893,121.4920727,83.54719608
All-site Cancer,1996,Rio Blanco,8,6342,126.1431725,137.9168189,2408.023119
All-site Cancer,1996,Rio Grande,9,11822,76.12925055,68.68775317,526.3629848
All-site Cancer,1996,Routt,12,17719,67.72391219,142.5255327,1933.496616
All-site Cancer,1996,Saguache,3,5426,55.28934759,59.46921808,1185.003646
All-site Cancer,1996,San Juan,,591,,,
All-site Cancer,1996,San Miguel,,5798,,,
All-site Cancer,1996,Sedgwick,,2681,,,
All-site Cancer,1996,Summit,5,19396,25.77851103,33.98737085,330.7691779
All-site Cancer,1996,Teller,7,18134,38.601522,55.11044089,644.6220717
All-site Cancer,1996,Washington,9,5224,172.2817764,131.8911987,1827.805242
All-site Cancer,1996,Weld,129,161805,79.72559562,103.9314521,84.50846877
All-site Cancer,1996,Yuma,5,9521,52.51549207,38.99252879,321.8476066
All-site Cancer,1996,Unknown,,,,,
All-site Cancer,1997,Colorado,2947,3995955,73.74957926,92.87046594,2.958832938
All-site Cancer,1997,Adams,211,332750,63.4109692,96.80295363,48.5943759
All-site Cancer,1997,Alamosa,15,14478,103.6054704,131.3352088,1128.105446
All-site Cancer,1997,Arapahoe,271,459061,59.03354892,85.37138748,27.98356217
All-site Cancer,1997,Archuleta,5,8528,58.630394,60.26658043,786.526765
All-site Cancer,1997,Baca,14,4560,307.0175439,217.5843546,3860.212749
All-site Cancer,1997,Bent,10,5643,177.2107035,150.843541,2274.734478
All-site Cancer,1997,Boulder,107,266064,40.21588791,59.86413705,34.56032023
All-site Cancer,1997,Broomfield,,0,,,
All-site Cancer,1997,Chaffee,25,15409,162.2428451,150.1930813,902.3727999
All-site Cancer,1997,Cheyenne,7,2297,304.74532,252.1001372,9604.200637
All-site Cancer,1997,Clear Creek,9,8880,101.3513514,118.7349174,1789.45662
All-site Cancer,1997,Conejos,6,8104,74.03751234,72.12692881,871.0009133
All-site Cancer,1997,Costilla,6,3641,164.7898929,166.5852573,4761.062875
All-site Cancer,1997,Crowley,8,4299,186.0897883,200.0885593,4860.250807
All-site Cancer,1997,Custer,,3060,,,
All-site Cancer,1997,Delta,39,26001,149.994231,101.4347457,276.6445426
All-site Cancer,1997,Denver,491,527442,93.0908043,97.75736536,19.4568413
All-site Cancer,1997,Dolores,,1674,,,
All-site Cancer,1997,Douglas,39,129329,30.15564955,89.3022318,263.48509
All-site Cancer,1997,Eagle,6,35206,17.04254957,38.50494472,777.8952076
All-site Cancer,1997,Elbert,8,16987,47.09483723,88.70956417,1092.521502
All-site Cancer,1997,El Paso,382,486808,78.47036203,113.6259938,35.09169452
All-site Cancer,1997,Fremont,49,42854,114.3417184,95.74266872,186.9582615
All-site Cancer,1997,Garfield,20,38887,51.43106951,64.96050507,219.0191753
All-site Cancer,1997,Gilpin,,4035,,,
All-site Cancer,1997,Grand,4,10960,36.49635037,66.2711155,1327.406919
All-site Cancer,1997,Gunnison,4,12396,32.2684737,43.16915145,497.3156863
All-site Cancer,1997,Hinsdale,,739,,,
All-site Cancer,1997,Huerfano,13,7667,169.5578453,124.7810436,1225.434251
All-site Cancer,1997,Jackson,,1599,,,
All-site Cancer,1997,Jefferson,362,504230,71.79263431,95.91112773,26.13364508
All-site Cancer,1997,Kiowa,,1660,,,
All-site Cancer,1997,Kit Carson,9,7601,118.405473,96.10625182,1022.224155
All-site Cancer,1997,Lake,6,7870,76.23888183,102.2722318,1930.730406
All-site Cancer,1997,La Plata,31,40319,76.88682755,87.20820515,264.0570531
All-site Cancer,1997,Larimer,138,232800,59.27835052,75.84588861,42.0311156
All-site Cancer,1997,Las Animas,30,15048,199.3620415,138.2889592,671.1424417
All-site Cancer,1997,Lincoln,9,6092,147.7347341,131.9645474,1998.191131
All-site Cancer,1997,Logan,28,20006,139.9580126,121.5994107,526.0106818
All-site Cancer,1997,Mesa,85,109762,77.44027988,69.82256138,57.26249888
All-site Cancer,1997,Mineral,,745,,,
All-site Cancer,1997,Moffat,7,12573,55.67485882,64.5120299,615.0668569
All-site Cancer,1997,Montezuma,18,22974,78.3494385,79.68530759,353.0921478
All-site Cancer,1997,Montrose,40,31251,127.9959041,109.8468135,303.0910086
All-site Cancer,1997,Morgan,21,26650,78.79924953,74.85812221,268.7018506
All-site Cancer,1997,Otero,22,20763,105.9577132,82.34705177,309.3384733
All-site Cancer,1997,Ouray,,3324,,,
All-site Cancer,1997,Park,7,12364,56.61598188,111.9278912,2678.251293
All-site Cancer,1997,Phillips,13,4575,284.1530055,188.6850311,3191.58655
All-site Cancer,1997,Pitkin,5,14796,33.79291701,49.93228325,625.1521907
All-site Cancer,1997,Prowers,14,14118,99.16418756,95.77378957,653.099336
All-site Cancer,1997,Pueblo,171,134794,126.860246,113.6999448,75.44909276
All-site Cancer,1997,Rio Blanco,,6320,,,
All-site Cancer,1997,Rio Grande,6,11968,50.13368984,46.63056887,365.3286862
All-site Cancer,1997,Routt,7,18119,38.63347867,74.70950884,987.9982055
All-site Cancer,1997,Saguache,,5492,,,
All-site Cancer,1997,San Juan,,572,,,
All-site Cancer,1997,San Miguel,,5952,,,
All-site Cancer,1997,Sedgwick,,2730,,,
All-site Cancer,1997,Summit,7,20352,34.39465409,40.21578581,308.2486454
All-site Cancer,1997,Teller,8,19069,41.95290786,65.37668469,772.8795204
All-site Cancer,1997,Washington,9,5214,172.6121979,143.9697897,2407.343017
All-site Cancer,1997,Weld,118,166839,70.72686842,92.86109654,73.53932635
All-site Cancer,1997,Yuma,14,9655,145.0025893,124.2685012,1165.459036
All-site Cancer,1997,Unknown,,,,,
All-site Cancer,1998,Colorado,2926,4102500,71.32236441,89.72000177,2.779802457
All-site Cancer,1998,Adams,219,344025,63.65816438,99.44440827,48.64432968
All-site Cancer,1998,Alamosa,5,14621,34.19738732,40.18433691,326.1469531
All-site Cancer,1998,Arapahoe,261,472406,55.24908659,78.17216804,24.20152205
All-site Cancer,1998,Archuleta,5,9133,54.7465236,63.59591775,979.1736505
All-site Cancer,1998,Baca,15,4531,331.0527477,217.4034496,3723.98004
All-site Cancer,1998,Bent,13,6001,216.6305616,181.476875,2522.01332
All-site Cancer,1998,Boulder,107,274121,39.03385731,56.42006603,30.8843676
All-site Cancer,1998,Broomfield,,0,,,
All-site Cancer,1998,Chaffee,23,15528,148.119526,126.6927465,694.4021523
All-site Cancer,1998,Cheyenne,,2340,,,
All-site Cancer,1998,Clear Creek,3,9005,33.3148251,47.94408171,1177.157454
All-site Cancer,1998,Conejos,8,8186,97.727828,92.31482801,1067.76424
All-site Cancer,1998,Costilla,5,3708,134.8435815,128.8333867,3441.749465
All-site Cancer,1998,Crowley,4,4283,93.39248191,103.4311552,2650.297927
All-site Cancer,1998,Custer,,3174,,,
All-site Cancer,1998,Delta,49,26827,182.651806,136.2680566,416.1364625
All-site Cancer,1998,Denver,507,533409,95.04901492,100.0125933,19.74664183
All-site Cancer,1998,Dolores,3,1764,170.0680272,128.0251506,5402.19358
All-site Cancer,1998,Douglas,44,144352,30.48104633,83.83523743,216.1020329
All-site Cancer,1998,Eagle,5,37611,13.29398314,24.50638491,159.1580361
All-site Cancer,1998,Elbert,10,18030,55.46311703,85.66279641,888.0055618
All-site Cancer,1998,El Paso,345,498018,69.27460453,99.94000412,30.03535231
All-site Cancer,1998,Fremont,33,43817,75.31323459,65.82732706,132.5669176
All-site Cancer,1998,Garfield,23,41225,55.79138872,67.03836861,203.7701032
All-site Cancer,1998,Gilpin,,4241,,,
All-site Cancer,1998,Grand,8,11411,70.10779073,106.5307819,1749.908446
All-site Cancer,1998,Gunnison,,13444,,,
All-site Cancer,1998,Hinsdale,,775,,,
All-site Cancer,1998,Huerfano,14,7780,179.9485861,142.8214858,1521.730336
All-site Cancer,1998,Jackson,,1591,,,
All-site Cancer,1998,Jefferson,335,512482,65.36814952,88.61640759,23.8174892
All-site Cancer,1998,Kiowa,5,1655,302.1148036,167.2350283,5259.261247
All-site Cancer,1998,Kit Carson,14,7756,180.5054152,158.2368776,1802.373515
All-site Cancer,1998,Lake,5,7827,63.88143606,85.1926077,1674.148789
All-site Cancer,1998,La Plata,28,41170,68.01068739,86.05618075,276.5983072
All-site Cancer,1998,Larimer,149,239080,62.32223524,80.56040768,43.66460606
All-site Cancer,1998,Las Animas,30,15050,199.3355482,141.3604699,687.5752121
All-site Cancer,1998,Lincoln,4,6106,65.50933508,60.64519026,928.7959901
All-site Cancer,1998,Logan,26,20001,129.9935003,114.228763,501.6847829
All-site Cancer,1998,Mesa,85,112335,75.66653314,67.38464179,53.3279004
All-site Cancer,1998,Mineral,,778,,,
All-site Cancer,1998,Moffat,10,12810,78.06401249,98.82253719,1003.440254
All-site Cancer,1998,Montezuma,25,23114,108.159557,105.9371652,449.9131746
All-site Cancer,1998,Montrose,38,31833,119.3729777,105.0126894,294.3692643
All-site Cancer,1998,Morgan,18,26666,67.50168754,65.33514643,238.5808381
All-site Cancer,1998,Otero,32,20507,156.0442776,127.4359866,519.283443
All-site Cancer,1998,Ouray,,3457,,,
All-site Cancer,1998,Park,6,13061,45.93828956,100.936552,2382.259002
All-site Cancer,1998,Phillips,10,4565,219.0580504,134.9625729,2055.791191
All-site Cancer,1998,Pitkin,3,14777,20.3018204,40.89416024,962.5186533
All-site Cancer,1998,Prowers,16,14223,112.493848,108.3527263,728.7117962
All-site Cancer,1998,Pueblo,172,137381,125.1992634,110.4766494,70.62736352
All-site Cancer,1998,Rio Blanco,7,6230,112.3595506,127.2819535,2327.481042
All-site Cancer,1998,Rio Grande,9,12117,74.27581084,67.59854418,508.743332
All-site Cancer,1998,Routt,5,18605,26.8744961,69.67245106,1017.618706
All-site Cancer,1998,Saguache,5,5564,89.86340762,110.9690286,2474.989822
All-site Cancer,1998,San Juan,,552,,,
All-site Cancer,1998,San Miguel,3,6452,46.49721017,64.00151344,2054.918749
All-site Cancer,1998,Sedgwick,4,2679,149.3094438,91.37470833,2109.052967
All-site Cancer,1998,Summit,13,21285,61.07587503,108.289222,2008.777482
All-site Cancer,1998,Teller,11,19671,55.91988206,84.5581029,1047.736546
All-site Cancer,1998,Washington,10,5155,193.986421,158.2716043,2596.067473
All-site Cancer,1998,Weld,121,172393,70.18846473,89.65031813,67.69891152
All-site Cancer,1998,Yuma,8,9806,81.58270447,65.65546458,556.0305702
All-site Cancer,1998,Unknown,,,,,
All-site Cancer,1999,Colorado,5829,4216006,138.2588165,170.8515473,5.034381453
All-site Cancer,1999,Adams,443,355309,124.6802079,189.7659571,85.45501629
All-site Cancer,1999,Alamosa,18,14825,121.4165261,150.2694343,1258.990285
All-site Cancer,1999,Arapahoe,609,481307,126.5304681,169.3835328,48.36236921
All-site Cancer,1999,Archuleta,14,9570,146.2904911,172.2472809,2464.987122
All-site Cancer,1999,Baca,14,4522,309.5975232,199.9127704,3136.397582
All-site Cancer,1999,Bent,10,6001,166.6388935,138.480192,1929.00393
All-site Cancer,1999,Boulder,300,283928,105.66059,154.7675352,81.93546928
All-site Cancer,1999,Broomfield,,0,,,
All-site Cancer,1999,Chaffee,34,15935,213.3668026,169.1087801,845.845027
All-site Cancer,1999,Cheyenne,,2276,,,
All-site Cancer,1999,Clear Creek,11,9186,119.7474418,173.3394522,3089.098613
All-site Cancer,1999,Conejos,15,8313,180.4402743,164.186909,1779.43981
All-site Cancer,1999,Costilla,9,3680,244.5652174,192.564563,4165.573934
All-site Cancer,1999,Crowley,6,5002,119.9520192,133.3720798,2951.094889
All-site Cancer,1999,Custer,3,3357,89.36550492,56.8884418,1077.409586
All-site Cancer,1999,Delta,75,27408,273.6427321,186.5573506,471.3478219
All-site Cancer,1999,Denver,898,545515,164.6150885,180.3825572,36.13559517
All-site Cancer,1999,Dolores,5,1810,276.2430939,206.4269126,8408.352388
All-site Cancer,1999,Douglas,98,162324,60.373081,159.1459626,355.199112
All-site Cancer,1999,Eagle,12,39910,30.06765222,58.66669337,437.9216587
All-site Cancer,1999,Elbert,26,19086,136.2255056,211.4680545,2128.347571
All-site Cancer,1999,El Paso,660,508809,129.7146867,178.8289431,49.59953552
All-site Cancer,1999,Fremont,105,45135,232.6354271,204.1351454,394.9955444
All-site Cancer,1999,Garfield,52,42694,121.7969738,167.8824142,546.8171555
All-site Cancer,1999,Gilpin,5,4538,110.1806963,214.8950865,15683.36713
All-site Cancer,1999,Grand,8,11996,66.6888963,95.77691576,1389.564945
All-site Cancer,1999,Gunnison,16,13736,116.4822365,192.4932904,2474.476993
All-site Cancer,1999,Hinsdale,3,787,381.1944092,381.2896139,55525.69538
All-site Cancer,1999,Huerfano,16,7830,204.3422733,157.582303,1578.204573
All-site Cancer,1999,Jackson,3,1580,189.8734177,169.8571379,9918.208265
All-site Cancer,1999,Jefferson,717,520811,137.6699033,168.639803,40.51658993
All-site Cancer,1999,Kiowa,7,1626,430.504305,312.7612179,14367.50806
All-site Cancer,1999,Kit Carson,15,7901,189.8493862,151.7230368,1529.45961
All-site Cancer,1999,Lake,13,7819,166.2616703,296.0435868,7153.777715
All-site Cancer,1999,La Plata,48,42757,112.2623196,145.7378867,450.334476
All-site Cancer,1999,Larimer,334,246158,135.6852103,170.7080731,87.39049074
All-site Cancer,1999,Las Animas,36,15138,237.8121284,167.1877498,783.6905251
All-site Cancer,1999,Lincoln,13,6088,213.5348226,176.8834995,2419.012472
All-site Cancer,1999,Logan,36,20294,177.3923327,156.3530018,675.9567515
All-site Cancer,1999,Mesa,232,114570,202.4962905,176.0578792,133.070154
All-site Cancer,1999,Mineral,,807,,,
All-site Cancer,1999,Moffat,15,13026,115.1543068,132.4200987,1197.439693
All-site Cancer,1999,Montezuma,47,23518,199.8469258,184.7932521,724.4885936
All-site Cancer,1999,Montrose,86,32750,262.5954199,218.3892893,551.2235015
All-site Cancer,1999,Morgan,48,26954,178.0811753,170.5873177,605.6264692
All-site Cancer,1999,Otero,27,20408,132.3010584,108.5788311,444.5473395
All-site Cancer,1999,Ouray,11,3627,303.2809484,307.2323436,9784.038959
All-site Cancer,1999,Park,12,13904,86.30609896,130.9514397,2258.410698
All-site Cancer,1999,Phillips,11,4519,243.4166851,169.0394983,2738.916516
All-site Cancer,1999,Pitkin,6,14827,40.46671613,50.73261686,555.1014695
All-site Cancer,1999,Prowers,22,14372,153.0754244,154.7133785,1087.035074
All-site Cancer,1999,Pueblo,250,139718,178.9318484,157.6266889,99.50372378
All-site Cancer,1999,Rio Blanco,11,6093,180.5350402,195.2442976,3496.128214
All-site Cancer,1999,Rio Grande,23,12288,187.1744792,164.6409354,1168.507814
All-site Cancer,1999,Routt,13,19232,67.59567388,137.0864809,1660.116196
All-site Cancer,1999,Saguache,10,5772,173.2501733,197.0463958,3907.902451
All-site Cancer,1999,San Juan,,552,,,
All-site Cancer,1999,San Miguel,4,6531,61.2463635,115.6728937,4122.488225
All-site Cancer,1999,Sedgwick,6,2718,220.7505519,153.5716925,4416.213279
All-site Cancer,1999,Summit,11,22568,48.741581,119.6675558,2079.739391
All-site Cancer,1999,Teller,19,20184,94.1339675,152.9254927,1465.711818
All-site Cancer,1999,Washington,16,5022,318.5981681,255.0348044,4158.93478
All-site Cancer,1999,Weld,238,177267,134.2607479,177.1672471,132.288557
All-site Cancer,1999,Yuma,21,9818,213.8928499,170.4757473,1380.021785
All-site Cancer,1999,Unknown,,,,,
All-site Cancer,2000,Colorado,5896,4338785,135.8905777,167.958851,4.81424373
All-site Cancer,2000,Adams,460,351734,130.7806467,193.4182051,85.32899817
All-site Cancer,2000,Alamosa,16,15097,105.9813208,138.5014456,1197.653818
All-site Cancer,2000,Arapahoe,597,490722,121.6574761,158.64992,43.31551605
All-site Cancer,2000,Archuleta,19,10042,189.2053376,227.5600979,3231.95914
All-site Cancer,2000,Baca,13,4500,288.8888889,199.6183397,3317.71759
